language,surface_pattern,surface_patterns,variants,canonical_reference,reference_type,source_work,source_author,source_location,short_explanation,explanation_key,source_work_key,source_author_key,learner_level,register,confidence,source_url,source_license,source_dataset,notes
en,all the world’s a stage,,,all the world’s a stage,literary_reference,As You Like It,William Shakespeare,Act II Scene 7,Life is like a performance with roles.,mnemosyne.en.explanation.shakespeare_phrases.all_the_world_s_a_stage,mnemosyne.en.work.as_you_like_it,mnemosyne.en.author.william_shakespeare,B2,literary,0.78,https://www.gutenberg.org/ebooks/100,public_domain,en_shakespeare_phrases,Commonly attributed to Shakespeare; attribution should be reviewed.; Confidence revised in v3 using provenance/attribution cap; previous confidence 0.84.
en,as dead as a doornail,,,as dead as a doornail,literary_reference,Works of William Shakespeare,William Shakespeare,,A Shakespearean phrase or quotation still used allusively.,mnemosyne.en.explanation.shakespeare_phrases.as_dead_as_a_doornail,mnemosyne.en.work.works_of_william_shakespeare,mnemosyne.en.author.william_shakespeare,C1,literary,0.76,https://www.gutenberg.org/ebooks/100,public_domain,en_shakespeare_phrases,Commonly attributed to or strongly associated with Shakespeare; attribution and exact wording should be reviewed. Needs source-location review.
en,as good luck would have it,,as luck would have it,as good luck would have it,literary_reference,The Merry Wives of Windsor,William Shakespeare,Act III Scene 5,By fortunate chance.,mnemosyne.en.explanation.shakespeare_phrases.as_good_luck_would_have_it,mnemosyne.en.work.the_merry_wives_of_windsor,mnemosyne.en.author.william_shakespeare,B2,literary,0.78,https://www.gutenberg.org/ebooks/100,public_domain,en_shakespeare_phrases,Commonly attributed to Shakespeare; attribution should be reviewed.
en,as merry as the day is long,,,as merry as the day is long,literary_reference,Works of William Shakespeare,William Shakespeare,,A Shakespearean phrase or quotation still used allusively.,mnemosyne.en.explanation.shakespeare_phrases.as_merry_as_the_day_is_long,mnemosyne.en.work.works_of_william_shakespeare,mnemosyne.en.author.william_shakespeare,C1,literary,0.76,https://www.gutenberg.org/ebooks/100,public_domain,en_shakespeare_phrases,Commonly attributed to or strongly associated with Shakespeare; attribution and exact wording should be reviewed. Needs source-location review.
en,as pure as the driven snow,,,as pure as the driven snow,literary_reference,Works of William Shakespeare,William Shakespeare,,A Shakespearean phrase or quotation still used allusively.,mnemosyne.en.explanation.shakespeare_phrases.as_pure_as_the_driven_snow,mnemosyne.en.work.works_of_william_shakespeare,mnemosyne.en.author.william_shakespeare,C1,literary,0.76,https://www.gutenberg.org/ebooks/100,public_domain,en_shakespeare_phrases,Commonly attributed to or strongly associated with Shakespeare; attribution and exact wording should be reviewed. Needs source-location review.
en,at one fell swoop,,,at one fell swoop,literary_reference,Works of William Shakespeare,William Shakespeare,,A Shakespearean phrase or quotation still used allusively.,mnemosyne.en.explanation.shakespeare_phrases.at_one_fell_swoop,mnemosyne.en.work.works_of_william_shakespeare,mnemosyne.en.author.william_shakespeare,C1,literary,0.76,https://www.gutenberg.org/ebooks/100,public_domain,en_shakespeare_phrases,Commonly attributed to or strongly associated with Shakespeare; attribution and exact wording should be reviewed. Needs source-location review.
en,bag and baggage,,,bag and baggage,literary_reference,Works of William Shakespeare,William Shakespeare,,A Shakespearean phrase or quotation still used allusively.,mnemosyne.en.explanation.shakespeare_phrases.bag_and_baggage,mnemosyne.en.work.works_of_william_shakespeare,mnemosyne.en.author.william_shakespeare,C1,literary,0.76,https://www.gutenberg.org/ebooks/100,public_domain,en_shakespeare_phrases,Commonly attributed to or strongly associated with Shakespeare; attribution and exact wording should be reviewed. Needs source-location review.
en,be cruel to be kind,,,be cruel to be kind,literary_reference,Works of William Shakespeare,William Shakespeare,,A Shakespearean phrase or quotation still used allusively.,mnemosyne.en.explanation.shakespeare_phrases.be_cruel_to_be_kind,mnemosyne.en.work.works_of_william_shakespeare,mnemosyne.en.author.william_shakespeare,C1,literary,0.76,https://www.gutenberg.org/ebooks/100,public_domain,en_shakespeare_phrases,Commonly attributed to or strongly associated with Shakespeare; attribution and exact wording should be reviewed. Needs source-location review.
en,be not afraid of greatness,,,be not afraid of greatness,literary_reference,Works of William Shakespeare,William Shakespeare,,A Shakespearean phrase or quotation still used allusively.,mnemosyne.en.explanation.shakespeare_phrases.be_not_afraid_of_greatness,mnemosyne.en.work.works_of_william_shakespeare,mnemosyne.en.author.william_shakespeare,C1,literary,0.76,https://www.gutenberg.org/ebooks/100,public_domain,en_shakespeare_phrases,Commonly attributed to or strongly associated with Shakespeare; attribution and exact wording should be reviewed. Needs source-location review.
en,beast with two backs,,,beast with two backs,literary_reference,Works of William Shakespeare,William Shakespeare,,A Shakespearean phrase or quotation still used allusively.,mnemosyne.en.explanation.shakespeare_phrases.beast_with_two_backs,mnemosyne.en.work.works_of_william_shakespeare,mnemosyne.en.author.william_shakespeare,C1,literary,0.76,https://www.gutenberg.org/ebooks/100,public_domain,en_shakespeare_phrases,Commonly attributed to or strongly associated with Shakespeare; attribution and exact wording should be reviewed. Needs source-location review.
en,best foot forward,,,best foot forward,literary_reference,Works of William Shakespeare,William Shakespeare,,A Shakespearean phrase or quotation still used allusively.,mnemosyne.en.explanation.shakespeare_phrases.best_foot_forward,mnemosyne.en.work.works_of_william_shakespeare,mnemosyne.en.author.william_shakespeare,C1,literary,0.76,https://www.gutenberg.org/ebooks/100,public_domain,en_shakespeare_phrases,Commonly attributed to or strongly associated with Shakespeare; attribution and exact wording should be reviewed. Needs source-location review.
en,better three hours too soon,,,better three hours too soon,literary_reference,Works of William Shakespeare,William Shakespeare,,A Shakespearean phrase or quotation still used allusively.,mnemosyne.en.explanation.shakespeare_phrases.better_three_hours_too_soon,mnemosyne.en.work.works_of_william_shakespeare,mnemosyne.en.author.william_shakespeare,C1,literary,0.76,https://www.gutenberg.org/ebooks/100,public_domain,en_shakespeare_phrases,Commonly attributed to or strongly associated with Shakespeare; attribution and exact wording should be reviewed. Needs source-location review.
en,brave new world,,,brave new world,literary_reference,The Tempest,William Shakespeare,Act V Scene 1,A new situation that seems exciting or unsettling.,mnemosyne.en.explanation.shakespeare_phrases.brave_new_world,mnemosyne.en.work.the_tempest,mnemosyne.en.author.william_shakespeare,B2,literary,0.78,https://www.gutenberg.org/ebooks/100,public_domain,en_shakespeare_phrases,Commonly attributed to Shakespeare; attribution should be reviewed.; Confidence revised in v3 using provenance/attribution cap; previous confidence 0.84.
en,break the ice,,broke the ice|breaking the ice,break the ice,literary_reference,The Taming of the Shrew,William Shakespeare,Act I Scene 2,To ease tension and begin interaction.,mnemosyne.en.explanation.shakespeare_phrases.break_the_ice,mnemosyne.en.work.the_taming_of_the_shrew,mnemosyne.en.author.william_shakespeare,B2,literary,0.78,https://www.gutenberg.org/ebooks/100,public_domain,en_shakespeare_phrases,Commonly attributed to Shakespeare; attribution should be reviewed.; Confidence revised in v3 using provenance/attribution cap; previous confidence 0.84.
en,brevity is the soul of wit,,,brevity is the soul of wit,literary_reference,Hamlet,William Shakespeare,Act II Scene 2,Clever expression should be concise.,mnemosyne.en.explanation.shakespeare_phrases.brevity_is_the_soul_of_wit,mnemosyne.en.work.hamlet,mnemosyne.en.author.william_shakespeare,C1,literary,0.78,https://www.gutenberg.org/ebooks/100,public_domain,en_shakespeare_phrases,Commonly attributed to Shakespeare; attribution should be reviewed.; Confidence revised in v3 using provenance/attribution cap; previous confidence 0.84.
en,budge an inch,,not budge an inch,budge an inch,literary_reference,The Taming of the Shrew,William Shakespeare,Induction Scene 1,Move or change position even slightly.,mnemosyne.en.explanation.shakespeare_phrases.budge_an_inch,mnemosyne.en.work.the_taming_of_the_shrew,mnemosyne.en.author.william_shakespeare,B2,literary,0.78,https://www.gutenberg.org/ebooks/100,public_domain,en_shakespeare_phrases,Commonly attributed to Shakespeare; attribution should be reviewed.
en,catch a cold,,,catch a cold,literary_reference,Works of William Shakespeare,William Shakespeare,,A Shakespearean phrase or quotation still used allusively.,mnemosyne.en.explanation.shakespeare_phrases.catch_a_cold,mnemosyne.en.work.works_of_william_shakespeare,mnemosyne.en.author.william_shakespeare,C1,literary,0.76,https://www.gutenberg.org/ebooks/100,public_domain,en_shakespeare_phrases,Commonly attributed to or strongly associated with Shakespeare; attribution and exact wording should be reviewed. Needs source-location review.
en,clothes make the man,,,clothes make the man,literary_reference,Works of William Shakespeare,William Shakespeare,,A Shakespearean phrase or quotation still used allusively.,mnemosyne.en.explanation.shakespeare_phrases.clothes_make_the_man,mnemosyne.en.work.works_of_william_shakespeare,mnemosyne.en.author.william_shakespeare,C1,literary,0.76,https://www.gutenberg.org/ebooks/100,public_domain,en_shakespeare_phrases,Commonly attributed to or strongly associated with Shakespeare; attribution and exact wording should be reviewed. Needs source-location review.
en,cold comfort,,,cold comfort,literary_reference,The Taming of the Shrew,William Shakespeare,Act IV Scene 1,Little or inadequate consolation.,mnemosyne.en.explanation.shakespeare_phrases.cold_comfort,mnemosyne.en.work.the_taming_of_the_shrew,mnemosyne.en.author.william_shakespeare,B2,literary,0.78,https://www.gutenberg.org/ebooks/100,public_domain,en_shakespeare_phrases,Commonly attributed to Shakespeare; attribution should be reviewed.; Confidence revised in v3 using provenance/attribution cap; previous confidence 0.82.
en,come what may,,,come what may,literary_reference,Works of William Shakespeare,William Shakespeare,,A Shakespearean phrase or quotation still used allusively.,mnemosyne.en.explanation.shakespeare_phrases.come_what_may,mnemosyne.en.work.works_of_william_shakespeare,mnemosyne.en.author.william_shakespeare,C1,literary,0.76,https://www.gutenberg.org/ebooks/100,public_domain,en_shakespeare_phrases,Commonly attributed to or strongly associated with Shakespeare; attribution and exact wording should be reviewed. Needs source-location review.
en,conscience does make cowards,,,conscience does make cowards,literary_reference,Works of William Shakespeare,William Shakespeare,,A Shakespearean phrase or quotation still used allusively.,mnemosyne.en.explanation.shakespeare_phrases.conscience_does_make_cowards,mnemosyne.en.work.works_of_william_shakespeare,mnemosyne.en.author.william_shakespeare,C1,literary,0.76,https://www.gutenberg.org/ebooks/100,public_domain,en_shakespeare_phrases,Commonly attributed to or strongly associated with Shakespeare; attribution and exact wording should be reviewed. Needs source-location review.
en,crack of doom,,,crack of doom,literary_reference,Works of William Shakespeare,William Shakespeare,,A Shakespearean phrase or quotation still used allusively.,mnemosyne.en.explanation.shakespeare_phrases.crack_of_doom,mnemosyne.en.work.works_of_william_shakespeare,mnemosyne.en.author.william_shakespeare,C1,literary,0.76,https://www.gutenberg.org/ebooks/100,public_domain,en_shakespeare_phrases,Commonly attributed to or strongly associated with Shakespeare; attribution and exact wording should be reviewed. Needs source-location review.
en,cruel to be kind,,,cruel to be kind,literary_reference,Hamlet,William Shakespeare,Act III Scene 4,Harshness intended to help.,mnemosyne.en.explanation.shakespeare_phrases.cruel_to_be_kind,mnemosyne.en.work.hamlet,mnemosyne.en.author.william_shakespeare,B2,literary,0.78,https://www.gutenberg.org/ebooks/100,public_domain,en_shakespeare_phrases,Commonly attributed to Shakespeare; attribution should be reviewed.; Confidence revised in v3 using provenance/attribution cap; previous confidence 0.84.
en,cry havoc,,,cry havoc,literary_reference,Julius Caesar,William Shakespeare,Act III Scene 1,Unleash chaos or violence.,mnemosyne.en.explanation.shakespeare_phrases.cry_havoc,mnemosyne.en.work.julius_caesar,mnemosyne.en.author.william_shakespeare,C1,literary,0.78,https://www.gutenberg.org/ebooks/100,public_domain,en_shakespeare_phrases,Commonly attributed to Shakespeare; attribution should be reviewed.; Confidence revised in v3 using provenance/attribution cap; previous confidence 0.84.
